"SOURCE","DEST","SRC_SITE","DEST_SITE","SRC_CLOUD","DEST_CLOUD","AGIS_DISTANCE"
CA-VICTORIA-WESTGRID-T2_DATADISK,BNLHPC_DATADISK,CA-VICTORIA-WESTGRID-T2,BNLHPC,CA,US,5
BNLHPC_DATADISK,CA-WATERLOO-T2_DATADISK,BNLHPC,CA-WATERLOO-T2,US,CA,5
CA-WATERLOO-T2_DATADISK,BNLHPC_DATADISK,CA-WATERLOO-T2,BNLHPC,CA,US,5
BNLHPC_DATADISK,CERN-PROD-RUCIOTEST_DATADISK,BNLHPC,CERN-PROD,US,CERN,5
BNLHPC_DATADISK,CERN-PROD_DATADISK,BNLHPC,CERN-PROD,US,CERN,5
BNLHPC_DATADISK,CSCS-LCG2_DATADISK,BNLHPC,CSCS-LCG2,US,DE,5
CSCS-LCG2_DATADISK,BNLHPC_DATADISK,CSCS-LCG2,BNLHPC,DE,US,5
BNLHPC_DATADISK,CSCS-LCG2_PPSDATADISK,BNLHPC,,US,,5
CSCS-LCG2_PPSDATADISK,BNLHPC_DATADISK,,BNLHPC,,US,5
BNLHPC_DATADISK,CYFRONET-LCG2_DATADISK,BNLHPC,CYFRONET-LCG2,US,DE,5
CYFRONET-LCG2_DATADISK,BNLHPC_DATADISK,CYFRONET-LCG2,BNLHPC,DE,US,5
BNLHPC_DATADISK,DESY-HH_DATADISK,BNLHPC,DESY-HH,US,DE,5
BNLHPC_DATADISK,DESY-ZN_DATADISK,BNLHPC,DESY-ZN,US,DE,5
DESY-ZN_DATADISK,BNLHPC_DATADISK,DESY-ZN,BNLHPC,DE,US,5
BNLHPC_DATADISK,NDGF-T1_DATADISK,BNLHPC,NDGF-T1,US,ND,5
BNLHPC_DATADISK,IN2P3-LPSC_DATADISK,BNLHPC,IN2P3-LPSC,US,FR,5
BNLHPC_DATADISK,EELA-UTFSM_DATADISK,BNLHPC,EELA-UTFSM,US,ES,5
EELA-UTFSM_DATADISK,BNLHPC_DATADISK,EELA-UTFSM,BNLHPC,ES,US,5
BNLHPC_DATADISK,FMPHI-UNIBA_DATADISK,BNLHPC,FMPhI-UNIBA,US,DE,5
FMPHI-UNIBA_DATADISK,BNLHPC_DATADISK,FMPhI-UNIBA,BNLHPC,DE,US,5
BNLHPC_DATADISK,FZK-LCG2_DATADISK,BNLHPC,FZK-LCG2,US,DE,5
BNLHPC_DATADISK,GOEGRID_DATADISK,BNLHPC,GoeGrid,US,DE,5
GOEGRID_DATADISK,BNLHPC_DATADISK,GoeGrid,BNLHPC,DE,US,5
BNLHPC_DATADISK,GRIF-IRFU_DATADISK,BNLHPC,GRIF-IRFU,US,FR,5
GRIF-IRFU_DATADISK,BNLHPC_DATADISK,GRIF-IRFU,BNLHPC,FR,US,5
BNLHPC_DATADISK,GRIF-LAL_DATADISK,BNLHPC,GRIF-LAL,US,FR,5
GRIF-LAL_DATADISK,BNLHPC_DATADISK,GRIF-LAL,BNLHPC,FR,US,5
BNLHPC_DATADISK,GRIF-LPNHE_DATADISK,BNLHPC,GRIF-LPNHE,US,FR,5
GRIF-LPNHE_DATADISK,BNLHPC_DATADISK,GRIF-LPNHE,BNLHPC,FR,US,5
BNLHPC_DATADISK,HK-LCG2_DATADISK,BNLHPC,HK-LCG2,US,FR,5
HK-LCG2_DATADISK,BNLHPC_DATADISK,HK-LCG2,BNLHPC,FR,US,5
IEPSAS-KOSICE_DATADISK,BNLHPC_DATADISK,IEPSAS-Kosice,BNLHPC,DE,US,5
BNLHPC_DATADISK,IFAE_DATADISK,BNLHPC,ifae,US,ES,5
IFAE_DATADISK,BNLHPC_DATADISK,ifae,BNLHPC,ES,US,5
BNLHPC_DATADISK,IFIC-LCG2_DATADISK,BNLHPC,IFIC-LCG2,US,ES,5
IFIC-LCG2_DATADISK,BNLHPC_DATADISK,IFIC-LCG2,BNLHPC,ES,US,5
BNLHPC_DATADISK,IL-TAU-HEP_DATADISK,BNLHPC,,US,,5
IL-TAU-HEP_DATADISK,BNLHPC_DATADISK,,BNLHPC,,US,5
BNLHPC_DATADISK,IN2P3-CC_DATADISK,BNLHPC,IN2P3-CC,US,FR,5
IN2P3-CC_DATADISK,BNLHPC_DATADISK,IN2P3-CC,BNLHPC,FR,US,5
DESY-HH_DATADISK,BNLHPC_DATADISK,DESY-HH,BNLHPC,DE,US,5
GRIF-LAL_DATADISK,DESY-HH_DATADISK,GRIF-LAL,DESY-HH,FR,DE,5
GRIF-LAL_DATADISK,DESY-ZN_DATADISK,GRIF-LAL,DESY-ZN,FR,DE,5
GRIF-LAL_DATADISK,IEPSAS-KOSICE_DATADISK,GRIF-LAL,IEPSAS-Kosice,FR,DE,5
BNLHPC_DATADISK,IN2P3-CPPM_DATADISK,BNLHPC,IN2P3-CPPM,US,FR,5
IN2P3-CPPM_DATADISK,BNLHPC_DATADISK,IN2P3-CPPM,BNLHPC,FR,US,5
BNLHPC_DATADISK,IN2P3-LAPP_DATADISK,BNLHPC,IN2P3-LAPP,US,FR,5
IN2P3-LAPP_DATADISK,BNLHPC_DATADISK,IN2P3-LAPP,BNLHPC,FR,US,5
BNLHPC_DATADISK,IN2P3-LPC_DATADISK,BNLHPC,IN2P3-LPC,US,FR,5
IN2P3-LPC_DATADISK,BNLHPC_DATADISK,IN2P3-LPC,BNLHPC,FR,US,5
IN2P3-LPSC_DATADISK,BNLHPC_DATADISK,IN2P3-LPSC,BNLHPC,FR,US,5
BNLHPC_DATADISK,INFN-COSENZA_DATADISK,BNLHPC,INFN-COSENZA,US,IT,5
INFN-COSENZA_DATADISK,BNLHPC_DATADISK,INFN-COSENZA,BNLHPC,IT,US,5
INFN-FRASCATI_DATADISK,BNLHPC_DATADISK,INFN-FRASCATI,BNLHPC,IT,US,5
BNLHPC_DATADISK,INFN-MILANO-ATLASC_DATADISK,BNLHPC,INFN-MILANO-ATLASC,US,IT,5
INFN-MILANO-ATLASC_DATADISK,BNLHPC_DATADISK,INFN-MILANO-ATLASC,BNLHPC,IT,US,5
INFN-NAPOLI-ATLAS_DATADISK,BNLHPC_DATADISK,INFN-NAPOLI-ATLAS,BNLHPC,IT,US,5
BNLHPC_DATADISK,INFN-ROMA1_DATADISK,BNLHPC,INFN-ROMA1,US,IT,5
INFN-ROMA1_DATADISK,BNLHPC_DATADISK,INFN-ROMA1,BNLHPC,IT,US,5
BNLHPC_DATADISK,INFN-T1_DATADISK,BNLHPC,INFN-T1,US,IT,5
INFN-T1_DATADISK,BNLHPC_DATADISK,INFN-T1,BNLHPC,IT,US,5
BNLHPC_DATADISK,JINR-LCG2_DATADISK,BNLHPC,JINR-LCG2,US,RU,5
JINR-LCG2_DATADISK,BNLHPC_DATADISK,JINR-LCG2,BNLHPC,RU,US,5
LRZ-LMU_DATADISK,BNLHPC_DATADISK,LRZ-LMU,BNLHPC,DE,US,5
MPPMU_DATADISK,BNLHPC_DATADISK,MPPMU,BNLHPC,DE,US,5
GRIF-LAL_DATADISK,IN2P3-LPSC_DATADISK,GRIF-LAL,IN2P3-LPSC,FR,FR,5
GRIF-LAL_DATADISK,INFN-T1_DATADISK,GRIF-LAL,INFN-T1,FR,IT,5
GRIF-LAL_DATADISK,LRZ-LMU_DATADISK,GRIF-LAL,LRZ-LMU,FR,DE,5
GRIF-LAL_DATADISK,MWT2_DATADISK,GRIF-LAL,MWT2,FR,US,5
BNLHPC_DATADISK,MWT2_DATADISK,BNLHPC,MWT2,US,US,5
MWT2_DATADISK,BNLHPC_DATADISK,MWT2,BNLHPC,US,US,5
BNLHPC_DATADISK,NCG-INGRID-PT_DATADISK,BNLHPC,NCG-INGRID-PT,US,ES,5
NCG-INGRID-PT_DATADISK,BNLHPC_DATADISK,NCG-INGRID-PT,BNLHPC,ES,US,5
NDGF-T1_DATADISK,BNLHPC_DATADISK,NDGF-T1,BNLHPC,ND,US,5
BNLHPC_DATADISK,NERSC_DATADISK,BNLHPC,,US,,5
NERSC_DATADISK,BNLHPC_DATADISK,,BNLHPC,,US,5
BNLHPC_DATADISK,NET2_DATADISK,BNLHPC,BU_ATLAS_Tier2,US,US,5
NET2_DATADISK,BNLHPC_DATADISK,BU_ATLAS_Tier2,BNLHPC,US,US,5
BNLHPC_DATADISK,OU_OSCER_ATLAS_DATADISK,BNLHPC,OU_OSCER_ATLAS,US,US,5
OU_OSCER_ATLAS_DATADISK,BNLHPC_DATADISK,OU_OSCER_ATLAS,BNLHPC,US,US,5
BNLHPC_DATADISK,PIC_DATADISK,BNLHPC,pic,US,ES,5
PIC_DATADISK,BNLHPC_DATADISK,pic,BNLHPC,ES,US,5
BNLHPC_DATADISK,PRAGUELCG2_DATADISK,BNLHPC,praguelcg2,US,DE,5
PRAGUELCG2_DATADISK,BNLHPC_DATADISK,praguelcg2,BNLHPC,DE,US,5
BNLHPC_DATADISK,PSNC_DATADISK,BNLHPC,,US,,5
PSNC_DATADISK,BNLHPC_DATADISK,,BNLHPC,,US,5
BNLHPC_DATADISK,RAL-LCG2-ECHO_DATADISK,BNLHPC,RAL-LCG2,US,UK,5
RAL-LCG2-ECHO_DATADISK,BNLHPC_DATADISK,RAL-LCG2,BNLHPC,UK,US,5
GRIF-LAL_DATADISK,NIKHEF-ELPROD_DATADISK,GRIF-LAL,,FR,,5
GRIF-LAL_DATADISK,RO-07-NIPNE_DATADISK,GRIF-LAL,RO-07-NIPNE,FR,FR,5
GRIF-LAL_DATADISK,RRC-KI-T1_DATADISK,GRIF-LAL,RRC-KI-T1,FR,RU,5
GRIF-LAL_DATADISK,RU-PROTVINO-IHEP_DATADISK,GRIF-LAL,RU-Protvino-IHEP,FR,RU,5
GRIF-LAL_DATADISK,SLACXRD_DATADISK,GRIF-LAL,WT2,FR,US,5
BNLHPC_DATADISK,RO-07-NIPNE_DATADISK,BNLHPC,RO-07-NIPNE,US,FR,5
RO-07-NIPNE_DATADISK,BNLHPC_DATADISK,RO-07-NIPNE,BNLHPC,FR,US,5
BNLHPC_DATADISK,RRC-KI-T1_DATADISK,BNLHPC,RRC-KI-T1,US,RU,5
RRC-KI-T1_DATADISK,BNLHPC_DATADISK,RRC-KI-T1,BNLHPC,RU,US,5
BNLHPC_DATADISK,RU-PROTVINO-IHEP_DATADISK,BNLHPC,RU-Protvino-IHEP,US,RU,5
RU-PROTVINO-IHEP_DATADISK,BNLHPC_DATADISK,RU-Protvino-IHEP,BNLHPC,RU,US,5
BNLHPC_DATADISK,SARA-MATRIX_DATADISK,BNLHPC,SARA-MATRIX,US,NL,5
BNLHPC_DATADISK,SLACXRD_DATADISK,BNLHPC,WT2,US,US,5
SLACXRD_DATADISK,BNLHPC_DATADISK,WT2,BNLHPC,US,US,5
BNLHPC_DATADISK,SWT2_CPB_DATADISK,BNLHPC,SWT2_CPB,US,US,5
BNLHPC_DATADISK,TAIWAN-LCG2_DATADISK,BNLHPC,Taiwan-LCG2,US,TW,5
TAIWAN-LCG2_DATADISK,BNLHPC_DATADISK,Taiwan-LCG2,BNLHPC,TW,US,5
BNLHPC_DATADISK,TECHNION-HEP_DATADISK,BNLHPC,TECHNION-HEP,US,NL,5
TECHNION-HEP_DATADISK,BNLHPC_DATADISK,TECHNION-HEP,BNLHPC,NL,US,5
BNLHPC_DATADISK,TOKYO-LCG2_DATADISK,BNLHPC,TOKYO-LCG2,US,FR,5
TOKYO-LCG2_DATADISK,BNLHPC_DATADISK,TOKYO-LCG2,BNLHPC,FR,US,5
BNLHPC_DATADISK,TR-10-ULAKBIM_DATADISK,BNLHPC,TR-10-ULAKBIM,US,NL,5
TR-10-ULAKBIM_DATADISK,BNLHPC_DATADISK,TR-10-ULAKBIM,BNLHPC,NL,US,5
BNLHPC_DATADISK,TRIUMF-LCG2_DATADISK,BNLHPC,TRIUMF-LCG2,US,CA,5
TRIUMF-LCG2_DATADISK,BNLHPC_DATADISK,TRIUMF-LCG2,BNLHPC,CA,US,5
BNLHPC_DATADISK,UAM-LCG2_DATADISK,BNLHPC,UAM-LCG2,US,ES,5
UAM-LCG2_DATADISK,BNLHPC_DATADISK,UAM-LCG2,BNLHPC,ES,US,5
BNLHPC_DATADISK,UKI-LT2-BRUNEL_DATADISK,BNLHPC,UKI-LT2-Brunel,US,UK,5
GRIF-LAL_DATADISK,UAM-LCG2_DATADISK,GRIF-LAL,UAM-LCG2,FR,ES,5
GRIF-LAL_DATADISK,UKI-LT2-QMUL_DATADISK,GRIF-LAL,UKI-LT2-QMUL,FR,UK,5
GRIF-LAL_DATADISK,UKI-LT2-RHUL_DATADISK,GRIF-LAL,UKI-LT2-RHUL,FR,UK,5
GRIF-LAL_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,GRIF-LAL,UKI-NORTHGRID-LANCS-HEP,FR,UK,5
GRIF-LAL_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,GRIF-LAL,UKI-NORTHGRID-MAN-HEP,FR,UK,5
GRIF-LAL_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,GRIF-LAL,,FR,,5
UKI-LT2-BRUNEL_DATADISK,BNLHPC_DATADISK,UKI-LT2-Brunel,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-LT2-QMUL_DATADISK,BNLHPC,UKI-LT2-QMUL,US,UK,5
UKI-LT2-QMUL_DATADISK,BNLHPC_DATADISK,UKI-LT2-QMUL,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-LT2-RHUL_DATADISK,BNLHPC,UKI-LT2-RHUL,US,UK,5
UKI-LT2-RHUL_DATADISK,BNLHPC_DATADISK,UKI-LT2-RHUL,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,BNLHPC,UKI-NORTHGRID-LANCS-HEP,US,UK,5
UKI-NORTHGRID-LANCS-HEP_DATADISK,BNLHPC_DATADISK,UKI-NORTHGRID-LANCS-HEP,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,BNLHPC,UKI-NORTHGRID-LIV-HEP,US,UK,5
UKI-NORTHGRID-LIV-HEP_DATADISK,BNLHPC_DATADISK,UKI-NORTHGRID-LIV-HEP,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,BNLHPC,UKI-NORTHGRID-MAN-HEP,US,UK,5
UKI-NORTHGRID-MAN-HEP_DATADISK,BNLHPC_DATADISK,UKI-NORTHGRID-MAN-HEP,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,BNLHPC,UKI-SCOTGRID-DURHAM,US,UK,5
UKI-SCOTGRID-DURHAM_DATADISK,BNLHPC_DATADISK,UKI-SCOTGRID-DURHAM,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,BNLHPC,UKI-SCOTGRID-ECDF,US,UK,5
UKI-SCOTGRID-ECDF_DATADISK,BNLHPC_DATADISK,UKI-SCOTGRID-ECDF,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-SCOTGRID-GLASGOW_DATADISK,BNLHPC,,US,,5
UKI-SCOTGRID-GLASGOW_DATADISK,BNLHPC_DATADISK,,BNLHPC,,US,5
BNLHPC_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,BNLHPC,UKI-SOUTHGRID-OX-HEP,US,UK,5
UKI-SOUTHGRID-OX-HEP_DATADISK,BNLHPC_DATADISK,UKI-SOUTHGRID-OX-HEP,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,BNLHPC,UKI-SOUTHGRID-RALPP,US,UK,5
UKI-SOUTHGRID-RALPP_DATADISK,BNLHPC_DATADISK,UKI-SOUTHGRID-RALPP,BNLHPC,UK,US,5
BNLHPC_DATADISK,UNI-FREIBURG_DATADISK,BNLHPC,UNI-FREIBURG,US,DE,5
UNI-FREIBURG_DATADISK,BNLHPC_DATADISK,UNI-FREIBURG,BNLHPC,DE,US,5
BNLHPC_DATADISK,UNIBE-LHEP_DATADISK,BNLHPC,UNIBE-LHEP,US,ND,5
UNIBE-LHEP_DATADISK,BNLHPC_DATADISK,UNIBE-LHEP,BNLHPC,ND,US,5
BNLHPC_DATADISK,UTA_SWT2_DATADISK,BNLHPC,UTA_SWT2,US,US,5
UTA_SWT2_DATADISK,BNLHPC_DATADISK,UTA_SWT2,BNLHPC,US,US,5
BNLHPC_DATADISK,WUPPERTALPROD_DATADISK,BNLHPC,wuppertalprod,US,DE,5
WUPPERTALPROD_DATADISK,BNLHPC_DATADISK,wuppertalprod,BNLHPC,DE,US,5
GRIF-LAL_DATADISK,UNI-FREIBURG_DATADISK,GRIF-LAL,UNI-FREIBURG,FR,DE,5
GRIF-LAL_DATADISK,WEIZMANN-LCG2_DATADISK,GRIF-LAL,,FR,,5
BNLHPC_DATADISK,ZA-CHPC_DATADISK,BNLHPC,,US,,5
ZA-CHPC_DATADISK,BNLHPC_DATADISK,,BNLHPC,,US,5
GRIF-IRFU_DATADISK,AUSTRALIA-ATLAS_DATADISK,GRIF-IRFU,Australia-ATLAS,FR,CA,5
BNLHPC_DATADISK,LRZ-LMU_DATADISK,BNLHPC,LRZ-LMU,US,DE,5
GRIF-IRFU_DATADISK,CSCS-LCG2_DATADISK,GRIF-IRFU,CSCS-LCG2,FR,DE,5
GRIF-IRFU_DATADISK,GOEGRID_DATADISK,GRIF-IRFU,GoeGrid,FR,DE,5
GRIF-IRFU_DATADISK,IL-TAU-HEP_DATADISK,GRIF-IRFU,,FR,,5
BNLHPC_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,BNLHPC,INFN-NAPOLI-ATLAS,US,IT,5
BNLHPC_DATADISK,BNL-OSG2_DATADISK,BNLHPC,BNL-ATLAS,US,US,5
GRIF-IRFU_DATADISK,IN2P3-CPPM_DATADISK,GRIF-IRFU,IN2P3-CPPM,FR,FR,5
GRIF-IRFU_DATADISK,IN2P3-LPSC_DATADISK,GRIF-IRFU,IN2P3-LPSC,FR,FR,5
GRIF-IRFU_DATADISK,INFN-ROMA1_DATADISK,GRIF-IRFU,INFN-ROMA1,FR,IT,5
GRIF-IRFU_DATADISK,NIKHEF-ELPROD_DATADISK,GRIF-IRFU,,FR,,5
GRIF-IRFU_DATADISK,PSNC_DATADISK,GRIF-IRFU,,FR,,5
GRIF-IRFU_DATADISK,RO-07-NIPNE_DATADISK,GRIF-IRFU,RO-07-NIPNE,FR,FR,5
GRIF-IRFU_DATADISK,RU-PROTVINO-IHEP_DATADISK,GRIF-IRFU,RU-Protvino-IHEP,FR,RU,5
GRIF-IRFU_DATADISK,SARA-MATRIX_DATADISK,GRIF-IRFU,SARA-MATRIX,FR,NL,5
GRIF-IRFU_DATADISK,SLACXRD_DATADISK,GRIF-IRFU,WT2,FR,US,5
BNLHPC_DATADISK,MPPMU_DATADISK,BNLHPC,MPPMU,US,DE,5
GRIF-IRFU_DATADISK,UKI-LT2-RHUL_DATADISK,GRIF-IRFU,UKI-LT2-RHUL,FR,UK,5
BNLHPC_DATADISK,IEPSAS-KOSICE_DATADISK,BNLHPC,IEPSAS-Kosice,US,DE,5
BNLHPC_DATADISK,INFN-FRASCATI_DATADISK,BNLHPC,INFN-FRASCATI,US,IT,5
GRIF-IRFU_DATADISK,UNI-FREIBURG_DATADISK,GRIF-IRFU,UNI-FREIBURG,FR,DE,5
GRIF-IRFU_DATADISK,WEIZMANN-LCG2_DATADISK,GRIF-IRFU,,FR,,5
GOEGRID_DATADISK,FMPHI-UNIBA_DATADISK,GoeGrid,FMPhI-UNIBA,DE,DE,5
GOEGRID_DATADISK,GRIF-IRFU_DATADISK,GoeGrid,GRIF-IRFU,DE,FR,5
GOEGRID_DATADISK,GRIF-LPNHE_DATADISK,GoeGrid,GRIF-LPNHE,DE,FR,5
GOEGRID_DATADISK,IEPSAS-KOSICE_DATADISK,GoeGrid,IEPSAS-Kosice,DE,DE,5
GOEGRID_DATADISK,IFAE_DATADISK,GoeGrid,ifae,DE,ES,5
GOEGRID_DATADISK,IL-TAU-HEP_DATADISK,GoeGrid,,DE,,5
GOEGRID_DATADISK,IN2P3-CPPM_DATADISK,GoeGrid,IN2P3-CPPM,DE,FR,5
GOEGRID_DATADISK,IN2P3-LPC_DATADISK,GoeGrid,IN2P3-LPC,DE,FR,5
GOEGRID_DATADISK,IN2P3-LPSC_DATADISK,GoeGrid,IN2P3-LPSC,DE,FR,5
GOEGRID_DATADISK,INFN-ROMA1_DATADISK,GoeGrid,INFN-ROMA1,DE,IT,5
GOEGRID_DATADISK,INFN-T1_DATADISK,GoeGrid,INFN-T1,DE,IT,5
GOEGRID_DATADISK,JINR-LCG2_DATADISK,GoeGrid,JINR-LCG2,DE,RU,5
GOEGRID_DATADISK,NCG-INGRID-PT_DATADISK,GoeGrid,NCG-INGRID-PT,DE,ES,5
GOEGRID_DATADISK,NIKHEF-ELPROD_DATADISK,GoeGrid,,DE,,5
GOEGRID_DATADISK,PSNC_DATADISK,GoeGrid,,DE,,5
GOEGRID_DATADISK,RO-07-NIPNE_DATADISK,GoeGrid,RO-07-NIPNE,DE,FR,5
GOEGRID_DATADISK,RU-PROTVINO-IHEP_DATADISK,GoeGrid,RU-Protvino-IHEP,DE,RU,5
GOEGRID_DATADISK,SARA-MATRIX_DATADISK,GoeGrid,SARA-MATRIX,DE,NL,5
GOEGRID_DATADISK,TAIWAN-LCG2_DATADISK,GoeGrid,Taiwan-LCG2,DE,TW,5
NESE_DATADISK,AGLT2_DATADISK,BU_NESE,AGLT2,US,US,5
GOEGRID_DATADISK,UKI-LT2-RHUL_DATADISK,GoeGrid,UKI-LT2-RHUL,DE,UK,5
GOEGRID_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,GoeGrid,UKI-NORTHGRID-LIV-HEP,DE,UK,5
GOEGRID_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,GoeGrid,,DE,,5
GOEGRID_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,GoeGrid,UKI-SCOTGRID-ECDF,DE,UK,5
GOEGRID_DATADISK,UNI-FREIBURG_DATADISK,GoeGrid,UNI-FREIBURG,DE,DE,5
GOEGRID_DATADISK,WEIZMANN-LCG2_DATADISK,GoeGrid,,DE,,5
GOEGRID_DATADISK,NESE_DATADISK,GoeGrid,BU_NESE,DE,US,5
GOEGRID_DATADISK,AUSTRALIA-ATLAS_DATADISK,GoeGrid,Australia-ATLAS,DE,CA,5
GOEGRID_DATADISK,BEIJING-LCG2_DATADISK,GoeGrid,BEIJING-LCG2,DE,FR,5
GOEGRID_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,GoeGrid,CA-VICTORIA-WESTGRID-T2,DE,CA,5
GOEGRID_DATADISK,CSCS-LCG2_DATADISK,GoeGrid,CSCS-LCG2,DE,DE,5
IFIC-LCG2_DATADISK,UKI-LT2-BRUNEL_DATADISK,IFIC-LCG2,UKI-LT2-Brunel,ES,UK,5
IFIC-LCG2_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,IFIC-LCG2,UKI-SCOTGRID-DURHAM,ES,UK,5
IFIC-LCG2_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,IFIC-LCG2,UKI-SOUTHGRID-OX-HEP,ES,UK,5
IFIC-LCG2_DATADISK,UNIBE-LHEP_DATADISK,IFIC-LCG2,UNIBE-LHEP,ES,ND,5
IFAE_DATADISK,UKI-LT2-RHUL_DATADISK,ifae,UKI-LT2-RHUL,ES,UK,5
IFAE_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,ifae,UKI-NORTHGRID-LIV-HEP,ES,UK,5
IFAE_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,ifae,,ES,,5
IFAE_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,ifae,UKI-SCOTGRID-DURHAM,ES,UK,5
IFAE_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,ifae,UKI-SOUTHGRID-OX-HEP,ES,UK,5
IFAE_DATADISK,UNI-FREIBURG_DATADISK,ifae,UNI-FREIBURG,ES,DE,5
IFIC-LCG2_DATADISK,WEIZMANN-LCG2_DATADISK,IFIC-LCG2,,ES,,5
IFAE_DATADISK,WEIZMANN-LCG2_DATADISK,ifae,,ES,,5
IFAE_DATADISK,WUPPERTALPROD_DATADISK,ifae,wuppertalprod,ES,DE,5
INFN-ROMA3_DATADISK,BNLHPC_DATADISK,INFN-ROMA3,BNLHPC,IT,US,5
BNLHPC_DATADISK,INFN-ROMA3_DATADISK,BNLHPC,INFN-ROMA3,US,IT,5
INFN-ROMA3_DATADISK,CA-TRIUMF-DYNAFED_DATADISK,INFN-ROMA3,,IT,,5
CA-TRIUMF-DYNAFED_DATADISK,INFN-ROMA3_DATADISK,,INFN-ROMA3,,IT,5
INFN-ROMA3_DATADISK,CERN-PROD-RUCIOTEST_DATADISK,INFN-ROMA3,CERN-PROD,IT,CERN,5
CERN-PROD-RUCIOTEST_DATADISK,INFN-ROMA3_DATADISK,CERN-PROD,INFN-ROMA3,CERN,IT,5
INFN-ROMA3_DATADISK,CERN-PROD_DATADISK,INFN-ROMA3,CERN-PROD,IT,CERN,5
CERN-PROD_DATADISK,INFN-ROMA3_DATADISK,CERN-PROD,INFN-ROMA3,CERN,IT,5
INFN-ROMA3_DATADISK,BNL-OSG2_DATADISK,INFN-ROMA3,BNL-ATLAS,IT,US,5
BNL-OSG2_DATADISK,INFN-ROMA3_DATADISK,BNL-ATLAS,INFN-ROMA3,US,IT,5
IFIC-LCG2_DATADISK,BEIJING-LCG2_DATADISK,IFIC-LCG2,BEIJING-LCG2,ES,FR,5
IFAE_DATADISK,AUSTRALIA-ATLAS_DATADISK,ifae,Australia-ATLAS,ES,CA,5
IFAE_DATADISK,BEIJING-LCG2_DATADISK,ifae,BEIJING-LCG2,ES,FR,5
IFIC-LCG2_DATADISK,FMPHI-UNIBA_DATADISK,IFIC-LCG2,FMPhI-UNIBA,ES,DE,5
IFIC-LCG2_DATADISK,IEPSAS-KOSICE_DATADISK,IFIC-LCG2,IEPSAS-Kosice,ES,DE,5
IFAE_DATADISK,GRIF-LAL_DATADISK,ifae,GRIF-LAL,ES,FR,5
IFAE_DATADISK,IN2P3-CPPM_DATADISK,ifae,IN2P3-CPPM,ES,FR,5
IFAE_DATADISK,IN2P3-LAPP_DATADISK,ifae,IN2P3-LAPP,ES,FR,5
IFIC-LCG2_DATADISK,INFN-MILANO-ATLASC_DATADISK,IFIC-LCG2,INFN-MILANO-ATLASC,ES,IT,5
IFIC-LCG2_DATADISK,NCG-INGRID-PT_DATADISK,IFIC-LCG2,NCG-INGRID-PT,ES,ES,5
IFAE_DATADISK,INFN-T1_DATADISK,ifae,INFN-T1,ES,IT,5
IFAE_DATADISK,LRZ-LMU_DATADISK,ifae,LRZ-LMU,ES,DE,5
IFAE_DATADISK,NCG-INGRID-PT_DATADISK,ifae,NCG-INGRID-PT,ES,ES,5
IFIC-LCG2_DATADISK,RU-PROTVINO-IHEP_DATADISK,IFIC-LCG2,RU-Protvino-IHEP,ES,RU,5
IFIC-LCG2_DATADISK,TECHNION-HEP_DATADISK,IFIC-LCG2,TECHNION-HEP,ES,NL,5
IFAE_DATADISK,RO-07-NIPNE_DATADISK,ifae,RO-07-NIPNE,ES,FR,5
IFAE_DATADISK,RU-PROTVINO-IHEP_DATADISK,ifae,RU-Protvino-IHEP,ES,RU,5
IFAE_DATADISK,TAIWAN-LCG2_DATADISK,ifae,Taiwan-LCG2,ES,TW,5
IEPSAS-KOSICE_DATADISK,AUSTRALIA-ATLAS_DATADISK,IEPSAS-Kosice,Australia-ATLAS,DE,CA,5
