"SOURCE","DEST","SRC_SITE","DEST_SITE","SRC_CLOUD","DEST_CLOUD","AGIS_DISTANCE"
UKI-LT2-QMUL_DATADISK,FMPHI-UNIBA_DATADISK,UKI-LT2-QMUL,FMPhI-UNIBA,UK,DE,4
UKI-LT2-QMUL_DATADISK,GOEGRID_DATADISK,UKI-LT2-QMUL,GoeGrid,UK,DE,4
UKI-LT2-QMUL_DATADISK,GRIF-LPNHE_DATADISK,UKI-LT2-QMUL,GRIF-LPNHE,UK,FR,4
UKI-LT2-QMUL_DATADISK,IEPSAS-KOSICE_DATADISK,UKI-LT2-QMUL,IEPSAS-Kosice,UK,DE,4
UKI-LT2-QMUL_DATADISK,IFIC-LCG2_DATADISK,UKI-LT2-QMUL,IFIC-LCG2,UK,ES,4
UKI-LT2-QMUL_DATADISK,IN2P3-CC_DATADISK,UKI-LT2-QMUL,IN2P3-CC,UK,FR,4
UKI-LT2-QMUL_DATADISK,IN2P3-LAPP_DATADISK,UKI-LT2-QMUL,IN2P3-LAPP,UK,FR,4
UKI-LT2-QMUL_DATADISK,IN2P3-LPC_DATADISK,UKI-LT2-QMUL,IN2P3-LPC,UK,FR,4
UKI-LT2-QMUL_DATADISK,IN2P3-LPSC_DATADISK,UKI-LT2-QMUL,IN2P3-LPSC,UK,FR,4
UKI-LT2-QMUL_DATADISK,INFN-MILANO-ATLASC_DATADISK,UKI-LT2-QMUL,INFN-MILANO-ATLASC,UK,IT,4
UKI-LT2-QMUL_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,UKI-LT2-QMUL,INFN-NAPOLI-ATLAS,UK,IT,4
UKI-LT2-QMUL_DATADISK,INFN-ROMA1_DATADISK,UKI-LT2-QMUL,INFN-ROMA1,UK,IT,4
UKI-LT2-QMUL_DATADISK,INFN-T1_DATADISK,UKI-LT2-QMUL,INFN-T1,UK,IT,4
UKI-LT2-QMUL_DATADISK,JINR-LCG2_DATADISK,UKI-LT2-QMUL,JINR-LCG2,UK,RU,4
UKI-LT2-QMUL_DATADISK,MPPMU_DATADISK,UKI-LT2-QMUL,MPPMU,UK,DE,4
UKI-LT2-QMUL_DATADISK,NCG-INGRID-PT_DATADISK,UKI-LT2-QMUL,NCG-INGRID-PT,UK,ES,4
UKI-LT2-QMUL_DATADISK,NDGF-T1_DATADISK,UKI-LT2-QMUL,NDGF-T1,UK,ND,4
UKI-LT2-QMUL_DATADISK,NIKHEF-ELPROD_DATADISK,UKI-LT2-QMUL,,UK,,4
UKI-LT2-QMUL_DATADISK,PIC_DATADISK,UKI-LT2-QMUL,pic,UK,ES,4
UKI-LT2-QMUL_DATADISK,RO-07-NIPNE_DATADISK,UKI-LT2-QMUL,RO-07-NIPNE,UK,FR,4
UKI-LT2-QMUL_DATADISK,RRC-KI-T1_DATADISK,UKI-LT2-QMUL,RRC-KI-T1,UK,RU,4
UAM-LCG2_DATADISK,RO-07-NIPNE_DATADISK,UAM-LCG2,RO-07-NIPNE,ES,FR,4
UAM-LCG2_DATADISK,RRC-KI-T1_DATADISK,UAM-LCG2,RRC-KI-T1,ES,RU,4
UAM-LCG2_DATADISK,RU-PROTVINO-IHEP_DATADISK,UAM-LCG2,RU-Protvino-IHEP,ES,RU,4
UAM-LCG2_DATADISK,SARA-MATRIX_DATADISK,UAM-LCG2,SARA-MATRIX,ES,NL,4
UAM-LCG2_DATADISK,SLACXRD_DATADISK,UAM-LCG2,WT2,ES,US,4
UAM-LCG2_DATADISK,SWT2_CPB_DATADISK,UAM-LCG2,SWT2_CPB,ES,US,4
UAM-LCG2_DATADISK,TAIWAN-LCG2_DATADISK,UAM-LCG2,Taiwan-LCG2,ES,TW,4
UAM-LCG2_DATADISK,TRIUMF-LCG2_DATADISK,UAM-LCG2,TRIUMF-LCG2,ES,CA,4
UAM-LCG2_DATADISK,BEIJING-LCG2_DATADISK,UAM-LCG2,BEIJING-LCG2,ES,FR,4
UAM-LCG2_DATADISK,CERN-PROD-RUCIOTEST_DATADISK,UAM-LCG2,CERN-PROD,ES,CERN,4
UAM-LCG2_DATADISK,DESY-HH_DATADISK,UAM-LCG2,DESY-HH,ES,DE,4
UAM-LCG2_DATADISK,DESY-ZN_DATADISK,UAM-LCG2,DESY-ZN,ES,DE,4
UAM-LCG2_DATADISK,IFIC-LCG2_DATADISK,UAM-LCG2,IFIC-LCG2,ES,ES,4
TOKYO-LCG2_DATADISK,NIKHEF-ELPROD_DATADISK,TOKYO-LCG2,,FR,,4
TOKYO-LCG2_DATADISK,PSNC_DATADISK,TOKYO-LCG2,,FR,,4
TOKYO-LCG2_DATADISK,RU-PROTVINO-IHEP_DATADISK,TOKYO-LCG2,RU-Protvino-IHEP,FR,RU,4
TOKYO-LCG2_DATADISK,SARA-MATRIX_DATADISK,TOKYO-LCG2,SARA-MATRIX,FR,NL,4
TOKYO-LCG2_DATADISK,TECHNION-HEP_DATADISK,TOKYO-LCG2,TECHNION-HEP,FR,NL,4
TOKYO-LCG2_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,TOKYO-LCG2,UKI-NORTHGRID-LIV-HEP,FR,UK,4
TOKYO-LCG2_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,TOKYO-LCG2,,FR,,4
TOKYO-LCG2_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,TOKYO-LCG2,UKI-SCOTGRID-DURHAM,FR,UK,4
TOKYO-LCG2_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,TOKYO-LCG2,UKI-SCOTGRID-ECDF,FR,UK,4
TOKYO-LCG2_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,TOKYO-LCG2,UKI-SOUTHGRID-OX-HEP,FR,UK,4
TOKYO-LCG2_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,TOKYO-LCG2,UKI-SOUTHGRID-RALPP,FR,UK,4
TOKYO-LCG2_DATADISK,UNIBE-LHEP_DATADISK,TOKYO-LCG2,UNIBE-LHEP,FR,ND,4
TOKYO-LCG2_DATADISK,UTA_SWT2_DATADISK,TOKYO-LCG2,UTA_SWT2,FR,US,4
TOKYO-LCG2_DATADISK,WEIZMANN-LCG2_DATADISK,TOKYO-LCG2,,FR,,4
TOKYO-LCG2_DATADISK,WUPPERTALPROD_DATADISK,TOKYO-LCG2,wuppertalprod,FR,DE,4
TECHNION-HEP_DATADISK,BNL-OSG2_DATADISK,TECHNION-HEP,BNL-ATLAS,NL,US,4
TECHNION-HEP_DATADISK,CERN-PROD-RUCIOTEST_DATADISK,TECHNION-HEP,CERN-PROD,NL,CERN,4
TECHNION-HEP_DATADISK,CERN-PROD_DATADISK,TECHNION-HEP,CERN-PROD,NL,CERN,4
TECHNION-HEP_DATADISK,DESY-HH_DATADISK,TECHNION-HEP,DESY-HH,NL,DE,4
TECHNION-HEP_DATADISK,DESY-ZN_DATADISK,TECHNION-HEP,DESY-ZN,NL,DE,4
TECHNION-HEP_DATADISK,IFIC-LCG2_DATADISK,TECHNION-HEP,IFIC-LCG2,NL,ES,4
TECHNION-HEP_DATADISK,IN2P3-CC_DATADISK,TECHNION-HEP,IN2P3-CC,NL,FR,4
TECHNION-HEP_DATADISK,IN2P3-LAPP_DATADISK,TECHNION-HEP,IN2P3-LAPP,NL,FR,4
TECHNION-HEP_DATADISK,LRZ-LMU_DATADISK,TECHNION-HEP,LRZ-LMU,NL,DE,4
TECHNION-HEP_DATADISK,MPPMU_DATADISK,TECHNION-HEP,MPPMU,NL,DE,4
TECHNION-HEP_DATADISK,MWT2_DATADISK,TECHNION-HEP,MWT2,NL,US,4
TECHNION-HEP_DATADISK,NDGF-T1_DATADISK,TECHNION-HEP,NDGF-T1,NL,ND,4
TECHNION-HEP_DATADISK,NET2_DATADISK,TECHNION-HEP,BU_ATLAS_Tier2,NL,US,4
TECHNION-HEP_DATADISK,PIC_DATADISK,TECHNION-HEP,pic,NL,ES,4
TECHNION-HEP_DATADISK,RRC-KI-T1_DATADISK,TECHNION-HEP,RRC-KI-T1,NL,RU,4
TECHNION-HEP_DATADISK,SWT2_CPB_DATADISK,TECHNION-HEP,SWT2_CPB,NL,US,4
TECHNION-HEP_DATADISK,TOKYO-LCG2_DATADISK,TECHNION-HEP,TOKYO-LCG2,NL,FR,4
TECHNION-HEP_DATADISK,TRIUMF-LCG2_DATADISK,TECHNION-HEP,TRIUMF-LCG2,NL,CA,4
TECHNION-HEP_DATADISK,UAM-LCG2_DATADISK,TECHNION-HEP,UAM-LCG2,NL,ES,4
TECHNION-HEP_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,TECHNION-HEP,UKI-NORTHGRID-LANCS-HEP,NL,UK,4
TECHNION-HEP_DATADISK,UKI-SCOTGRID-GLASGOW_DATADISK,TECHNION-HEP,,NL,,4
TOKYO-LCG2_DATADISK,BEIJING-LCG2_DATADISK,TOKYO-LCG2,BEIJING-LCG2,FR,FR,4
TOKYO-LCG2_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,TOKYO-LCG2,CA-VICTORIA-WESTGRID-T2,FR,CA,4
UKI-LT2-QMUL_DATADISK,RU-PROTVINO-IHEP_DATADISK,UKI-LT2-QMUL,RU-Protvino-IHEP,UK,RU,4
UKI-LT2-QMUL_DATADISK,SARA-MATRIX_DATADISK,UKI-LT2-QMUL,SARA-MATRIX,UK,NL,4
UKI-LT2-QMUL_DATADISK,SWT2_CPB_DATADISK,UKI-LT2-QMUL,SWT2_CPB,UK,US,4
UKI-LT2-QMUL_DATADISK,UAM-LCG2_DATADISK,UKI-LT2-QMUL,UAM-LCG2,UK,ES,4
UKI-LT2-QMUL_DATADISK,UKI-LT2-RHUL_DATADISK,UKI-LT2-QMUL,UKI-LT2-RHUL,UK,UK,4
UKI-LT2-QMUL_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,UKI-LT2-QMUL,UKI-NORTHGRID-LANCS-HEP,UK,UK,4
UKI-LT2-QMUL_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,UKI-LT2-QMUL,UKI-NORTHGRID-LIV-HEP,UK,UK,4
TRIUMF-LCG2_DATADISK,PSNC_DATADISK,TRIUMF-LCG2,,CA,,4
TRIUMF-LCG2_DATADISK,TECHNION-HEP_DATADISK,TRIUMF-LCG2,TECHNION-HEP,CA,NL,4
TRIUMF-LCG2_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,TRIUMF-LCG2,UKI-NORTHGRID-LIV-HEP,CA,UK,4
TRIUMF-LCG2_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,TRIUMF-LCG2,,CA,,4
TRIUMF-LCG2_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,TRIUMF-LCG2,UKI-SCOTGRID-DURHAM,CA,UK,4
TRIUMF-LCG2_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,TRIUMF-LCG2,UKI-SCOTGRID-ECDF,CA,UK,4
TRIUMF-LCG2_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,TRIUMF-LCG2,UKI-SOUTHGRID-OX-HEP,CA,UK,4
TRIUMF-LCG2_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,TRIUMF-LCG2,UKI-SOUTHGRID-RALPP,CA,UK,4
TRIUMF-LCG2_DATADISK,UNIBE-LHEP_DATADISK,TRIUMF-LCG2,UNIBE-LHEP,CA,ND,4
TRIUMF-LCG2_DATADISK,UTA_SWT2_DATADISK,TRIUMF-LCG2,UTA_SWT2,CA,US,4
TRIUMF-LCG2_DATADISK,WEIZMANN-LCG2_DATADISK,TRIUMF-LCG2,,CA,,4
TRIUMF-LCG2_DATADISK,WUPPERTALPROD_DATADISK,TRIUMF-LCG2,wuppertalprod,CA,DE,4
TRIUMF-LCG2_DATADISK,FMPHI-UNIBA_DATADISK,TRIUMF-LCG2,FMPhI-UNIBA,CA,DE,4
TRIUMF-LCG2_DATADISK,GOEGRID_DATADISK,TRIUMF-LCG2,GoeGrid,CA,DE,4
TRIUMF-LCG2_DATADISK,GRIF-LAL_DATADISK,TRIUMF-LCG2,GRIF-LAL,CA,FR,4
TRIUMF-LCG2_DATADISK,IFAE_DATADISK,TRIUMF-LCG2,ifae,CA,ES,4
TRIUMF-LCG2_DATADISK,IL-TAU-HEP_DATADISK,TRIUMF-LCG2,,CA,,4
TRIUMF-LCG2_DATADISK,IN2P3-LPC_DATADISK,TRIUMF-LCG2,IN2P3-LPC,CA,FR,4
TOKYO-LCG2_DATADISK,EELA-UTFSM_DATADISK,TOKYO-LCG2,EELA-UTFSM,FR,ES,4
TOKYO-LCG2_DATADISK,FMPHI-UNIBA_DATADISK,TOKYO-LCG2,FMPhI-UNIBA,FR,DE,4
TOKYO-LCG2_DATADISK,GOEGRID_DATADISK,TOKYO-LCG2,GoeGrid,FR,DE,4
TOKYO-LCG2_DATADISK,GRIF-IRFU_DATADISK,TOKYO-LCG2,GRIF-IRFU,FR,FR,4
TOKYO-LCG2_DATADISK,GRIF-LAL_DATADISK,TOKYO-LCG2,GRIF-LAL,FR,FR,4
TOKYO-LCG2_DATADISK,IEPSAS-KOSICE_DATADISK,TOKYO-LCG2,IEPSAS-Kosice,FR,DE,4
TOKYO-LCG2_DATADISK,IL-TAU-HEP_DATADISK,TOKYO-LCG2,,FR,,4
TOKYO-LCG2_DATADISK,IN2P3-LAPP_DATADISK,TOKYO-LCG2,IN2P3-LAPP,FR,FR,4
TOKYO-LCG2_DATADISK,IN2P3-LPSC_DATADISK,TOKYO-LCG2,IN2P3-LPSC,FR,FR,4
TOKYO-LCG2_DATADISK,INFN-FRASCATI_DATADISK,TOKYO-LCG2,INFN-FRASCATI,FR,IT,4
TOKYO-LCG2_DATADISK,INFN-MILANO-ATLASC_DATADISK,TOKYO-LCG2,INFN-MILANO-ATLASC,FR,IT,4
TOKYO-LCG2_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,TOKYO-LCG2,INFN-NAPOLI-ATLAS,FR,IT,4
TOKYO-LCG2_DATADISK,INFN-ROMA1_DATADISK,TOKYO-LCG2,INFN-ROMA1,FR,IT,4
TOKYO-LCG2_DATADISK,MPPMU_DATADISK,TOKYO-LCG2,MPPMU,FR,DE,4
TOKYO-LCG2_DATADISK,NCG-INGRID-PT_DATADISK,TOKYO-LCG2,NCG-INGRID-PT,FR,ES,4
SWT2_CPB_DATADISK,EELA-UTFSM_DATADISK,SWT2_CPB,EELA-UTFSM,US,ES,4
SWT2_CPB_DATADISK,FMPHI-UNIBA_DATADISK,SWT2_CPB,FMPhI-UNIBA,US,DE,4
SWT2_CPB_DATADISK,GOEGRID_DATADISK,SWT2_CPB,GoeGrid,US,DE,4
SWT2_CPB_DATADISK,GRIF-IRFU_DATADISK,SWT2_CPB,GRIF-IRFU,US,FR,4
SWT2_CPB_DATADISK,GRIF-LAL_DATADISK,SWT2_CPB,GRIF-LAL,US,FR,4
SWT2_CPB_DATADISK,IEPSAS-KOSICE_DATADISK,SWT2_CPB,IEPSAS-Kosice,US,DE,4
SWT2_CPB_DATADISK,IFAE_DATADISK,SWT2_CPB,ifae,US,ES,4
SWT2_CPB_DATADISK,IL-TAU-HEP_DATADISK,SWT2_CPB,,US,,4
SWT2_CPB_DATADISK,IN2P3-LAPP_DATADISK,SWT2_CPB,IN2P3-LAPP,US,FR,4
SWT2_CPB_DATADISK,IN2P3-LPSC_DATADISK,SWT2_CPB,IN2P3-LPSC,US,FR,4
SWT2_CPB_DATADISK,INFN-FRASCATI_DATADISK,SWT2_CPB,INFN-FRASCATI,US,IT,4
SWT2_CPB_DATADISK,INFN-MILANO-ATLASC_DATADISK,SWT2_CPB,INFN-MILANO-ATLASC,US,IT,4
SWT2_CPB_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,SWT2_CPB,INFN-NAPOLI-ATLAS,US,IT,4
SWT2_CPB_DATADISK,INFN-ROMA1_DATADISK,SWT2_CPB,INFN-ROMA1,US,IT,4
SWT2_CPB_DATADISK,INFN-T1_DATADISK,SWT2_CPB,INFN-T1,US,IT,4
SWT2_CPB_DATADISK,JINR-LCG2_DATADISK,SWT2_CPB,JINR-LCG2,US,RU,4
SWT2_CPB_DATADISK,NIKHEF-ELPROD_DATADISK,SWT2_CPB,,US,,4
SWT2_CPB_DATADISK,PRAGUELCG2_DATADISK,SWT2_CPB,praguelcg2,US,DE,4
SWT2_CPB_DATADISK,PSNC_DATADISK,SWT2_CPB,,US,,4
SWT2_CPB_DATADISK,RO-07-NIPNE_DATADISK,SWT2_CPB,RO-07-NIPNE,US,FR,4
SWT2_CPB_DATADISK,TAIWAN-LCG2_DATADISK,SWT2_CPB,Taiwan-LCG2,US,TW,4
SWT2_CPB_DATADISK,TECHNION-HEP_DATADISK,SWT2_CPB,TECHNION-HEP,US,NL,4
SWT2_CPB_DATADISK,UAM-LCG2_DATADISK,SWT2_CPB,UAM-LCG2,US,ES,4
SWT2_CPB_DATADISK,UKI-LT2-BRUNEL_DATADISK,SWT2_CPB,UKI-LT2-Brunel,US,UK,4
SWT2_CPB_DATADISK,UKI-LT2-RHUL_DATADISK,SWT2_CPB,UKI-LT2-RHUL,US,UK,4
SWT2_CPB_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,SWT2_CPB,UKI-NORTHGRID-LANCS-HEP,US,UK,4
SWT2_CPB_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,SWT2_CPB,UKI-NORTHGRID-LIV-HEP,US,UK,4
SWT2_CPB_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,SWT2_CPB,,US,,4
SWT2_CPB_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,SWT2_CPB,UKI-SCOTGRID-DURHAM,US,UK,4
SWT2_CPB_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,SWT2_CPB,UKI-SCOTGRID-ECDF,US,UK,4
SWT2_CPB_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,SWT2_CPB,UKI-SOUTHGRID-RALPP,US,UK,4
SWT2_CPB_DATADISK,UNIBE-LHEP_DATADISK,SWT2_CPB,UNIBE-LHEP,US,ND,4
SWT2_CPB_DATADISK,WEIZMANN-LCG2_DATADISK,SWT2_CPB,,US,,4
TRIUMF-LCG2_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,TRIUMF-LCG2,INFN-NAPOLI-ATLAS,CA,IT,4
TRIUMF-LCG2_DATADISK,INFN-T1_DATADISK,TRIUMF-LCG2,INFN-T1,CA,IT,4
TRIUMF-LCG2_DATADISK,NCG-INGRID-PT_DATADISK,TRIUMF-LCG2,NCG-INGRID-PT,CA,ES,4
SARA-MATRIX_DATADISK,RU-PROTVINO-IHEP_DATADISK,SARA-MATRIX,RU-Protvino-IHEP,NL,RU,4
SARA-MATRIX_DATADISK,TAIWAN-LCG2_DATADISK,SARA-MATRIX,Taiwan-LCG2,NL,TW,4
SARA-MATRIX_DATADISK,UKI-LT2-QMUL_DATADISK,SARA-MATRIX,UKI-LT2-QMUL,NL,UK,4
SARA-MATRIX_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,SARA-MATRIX,,NL,,4
SARA-MATRIX_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,SARA-MATRIX,UKI-SCOTGRID-ECDF,NL,UK,4
TAIWAN-LCG2_DATADISK,UNI-FREIBURG_DATADISK,Taiwan-LCG2,UNI-FREIBURG,TW,DE,4
TAIWAN-LCG2_DATADISK,UTA_SWT2_DATADISK,Taiwan-LCG2,UTA_SWT2,TW,US,4
TAIWAN-LCG2_DATADISK,AUSTRALIA-ATLAS_DATADISK,Taiwan-LCG2,Australia-ATLAS,TW,CA,4
TAIWAN-LCG2_DATADISK,CSCS-LCG2_DATADISK,Taiwan-LCG2,CSCS-LCG2,TW,DE,4
TAIWAN-LCG2_DATADISK,GOEGRID_DATADISK,Taiwan-LCG2,GoeGrid,TW,DE,4
TAIWAN-LCG2_DATADISK,GRIF-IRFU_DATADISK,Taiwan-LCG2,GRIF-IRFU,TW,FR,4
TAIWAN-LCG2_DATADISK,GRIF-LAL_DATADISK,Taiwan-LCG2,GRIF-LAL,TW,FR,4
TAIWAN-LCG2_DATADISK,GRIF-LPNHE_DATADISK,Taiwan-LCG2,GRIF-LPNHE,TW,FR,4
TAIWAN-LCG2_DATADISK,IFAE_DATADISK,Taiwan-LCG2,ifae,TW,ES,4
TAIWAN-LCG2_DATADISK,IFIC-LCG2_DATADISK,Taiwan-LCG2,IFIC-LCG2,TW,ES,4
TAIWAN-LCG2_DATADISK,IL-TAU-HEP_DATADISK,Taiwan-LCG2,,TW,,4
TAIWAN-LCG2_DATADISK,IN2P3-LAPP_DATADISK,Taiwan-LCG2,IN2P3-LAPP,TW,FR,4
TAIWAN-LCG2_DATADISK,IN2P3-LPC_DATADISK,Taiwan-LCG2,IN2P3-LPC,TW,FR,4
TAIWAN-LCG2_DATADISK,INFN-MILANO-ATLASC_DATADISK,Taiwan-LCG2,INFN-MILANO-ATLASC,TW,IT,4
TAIWAN-LCG2_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,Taiwan-LCG2,INFN-NAPOLI-ATLAS,TW,IT,4
TAIWAN-LCG2_DATADISK,INFN-ROMA1_DATADISK,Taiwan-LCG2,INFN-ROMA1,TW,IT,4
TAIWAN-LCG2_DATADISK,INFN-T1_DATADISK,Taiwan-LCG2,INFN-T1,TW,IT,4
TAIWAN-LCG2_DATADISK,MPPMU_DATADISK,Taiwan-LCG2,MPPMU,TW,DE,4
TAIWAN-LCG2_DATADISK,NIKHEF-ELPROD_DATADISK,Taiwan-LCG2,,TW,,4
TAIWAN-LCG2_DATADISK,RO-07-NIPNE_DATADISK,Taiwan-LCG2,RO-07-NIPNE,TW,FR,4
TAIWAN-LCG2_DATADISK,SLACXRD_DATADISK,Taiwan-LCG2,WT2,TW,US,4
TAIWAN-LCG2_DATADISK,UKI-LT2-RHUL_DATADISK,Taiwan-LCG2,UKI-LT2-RHUL,TW,UK,4
TAIWAN-LCG2_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,Taiwan-LCG2,UKI-NORTHGRID-LANCS-HEP,TW,UK,4
TAIWAN-LCG2_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,Taiwan-LCG2,UKI-NORTHGRID-LIV-HEP,TW,UK,4
TAIWAN-LCG2_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,Taiwan-LCG2,,TW,,4
SWT2_CPB_DATADISK,AUSTRALIA-ATLAS_DATADISK,SWT2_CPB,Australia-ATLAS,US,CA,4
SLACXRD_DATADISK,CSCS-LCG2_DATADISK,WT2,CSCS-LCG2,US,DE,4
SLACXRD_DATADISK,DESY-ZN_DATADISK,WT2,DESY-ZN,US,DE,4
SLACXRD_DATADISK,EELA-UTFSM_DATADISK,WT2,EELA-UTFSM,US,ES,4
SLACXRD_DATADISK,FMPHI-UNIBA_DATADISK,WT2,FMPhI-UNIBA,US,DE,4
SLACXRD_DATADISK,FZK-LCG2_DATADISK,WT2,FZK-LCG2,US,DE,4
SLACXRD_DATADISK,GOEGRID_DATADISK,WT2,GoeGrid,US,DE,4
SLACXRD_DATADISK,GRIF-IRFU_DATADISK,WT2,GRIF-IRFU,US,FR,4
SLACXRD_DATADISK,GRIF-LAL_DATADISK,WT2,GRIF-LAL,US,FR,4
SLACXRD_DATADISK,IEPSAS-KOSICE_DATADISK,WT2,IEPSAS-Kosice,US,DE,4
SLACXRD_DATADISK,IFAE_DATADISK,WT2,ifae,US,ES,4
SLACXRD_DATADISK,IFIC-LCG2_DATADISK,WT2,IFIC-LCG2,US,ES,4
SLACXRD_DATADISK,IN2P3-CC_DATADISK,WT2,IN2P3-CC,US,FR,4
SLACXRD_DATADISK,IN2P3-CPPM_DATADISK,WT2,IN2P3-CPPM,US,FR,4
SLACXRD_DATADISK,IN2P3-LPC_DATADISK,WT2,IN2P3-LPC,US,FR,4
SLACXRD_DATADISK,IN2P3-LPSC_DATADISK,WT2,IN2P3-LPSC,US,FR,4
SLACXRD_DATADISK,INFN-MILANO-ATLASC_DATADISK,WT2,INFN-MILANO-ATLASC,US,IT,4
SLACXRD_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,WT2,INFN-NAPOLI-ATLAS,US,IT,4
SLACXRD_DATADISK,INFN-T1_DATADISK,WT2,INFN-T1,US,IT,4
SLACXRD_DATADISK,LRZ-LMU_DATADISK,WT2,LRZ-LMU,US,DE,4
SLACXRD_DATADISK,MPPMU_DATADISK,WT2,MPPMU,US,DE,4
SLACXRD_DATADISK,NIKHEF-ELPROD_DATADISK,WT2,,US,,4
SLACXRD_DATADISK,PRAGUELCG2_DATADISK,WT2,praguelcg2,US,DE,4
SLACXRD_DATADISK,PSNC_DATADISK,WT2,,US,,4
SLACXRD_DATADISK,RRC-KI-T1_DATADISK,WT2,RRC-KI-T1,US,RU,4
SLACXRD_DATADISK,RU-PROTVINO-IHEP_DATADISK,WT2,RU-Protvino-IHEP,US,RU,4
SLACXRD_DATADISK,UAM-LCG2_DATADISK,WT2,UAM-LCG2,US,ES,4
SLACXRD_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,WT2,UKI-NORTHGRID-LANCS-HEP,US,UK,4
SLACXRD_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,WT2,UKI-NORTHGRID-MAN-HEP,US,UK,4
SLACXRD_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,WT2,,US,,4
SLACXRD_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,WT2,UKI-SCOTGRID-ECDF,US,UK,4
SLACXRD_DATADISK,UKI-SCOTGRID-GLASGOW_DATADISK,WT2,,US,,4
SLACXRD_DATADISK,UNI-FREIBURG_DATADISK,WT2,UNI-FREIBURG,US,DE,4
SLACXRD_DATADISK,UTA_SWT2_DATADISK,WT2,UTA_SWT2,US,US,4
SLACXRD_DATADISK,WEIZMANN-LCG2_DATADISK,WT2,,US,,4
SARA-MATRIX_DATADISK,AUSTRALIA-ATLAS_DATADISK,SARA-MATRIX,Australia-ATLAS,NL,CA,4
SARA-MATRIX_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,SARA-MATRIX,CA-VICTORIA-WESTGRID-T2,NL,CA,4
SARA-MATRIX_DATADISK,CSCS-LCG2_DATADISK,SARA-MATRIX,CSCS-LCG2,NL,DE,4
SARA-MATRIX_DATADISK,GOEGRID_DATADISK,SARA-MATRIX,GoeGrid,NL,DE,4
SARA-MATRIX_DATADISK,GRIF-LPNHE_DATADISK,SARA-MATRIX,GRIF-LPNHE,NL,FR,4
SARA-MATRIX_DATADISK,IFAE_DATADISK,SARA-MATRIX,ifae,NL,ES,4
SARA-MATRIX_DATADISK,IN2P3-CPPM_DATADISK,SARA-MATRIX,IN2P3-CPPM,NL,FR,4
SARA-MATRIX_DATADISK,IN2P3-LAPP_DATADISK,SARA-MATRIX,IN2P3-LAPP,NL,FR,4
SARA-MATRIX_DATADISK,IN2P3-LPC_DATADISK,SARA-MATRIX,IN2P3-LPC,NL,FR,4
SARA-MATRIX_DATADISK,INFN-FRASCATI_DATADISK,SARA-MATRIX,INFN-FRASCATI,NL,IT,4
SARA-MATRIX_DATADISK,INFN-MILANO-ATLASC_DATADISK,SARA-MATRIX,INFN-MILANO-ATLASC,NL,IT,4
SARA-MATRIX_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,SARA-MATRIX,INFN-NAPOLI-ATLAS,NL,IT,4
RU-PROTVINO-IHEP_DATADISK,PRAGUELCG2_DATADISK,RU-Protvino-IHEP,praguelcg2,RU,DE,4
RU-PROTVINO-IHEP_DATADISK,RRC-KI-T1_DATADISK,RU-Protvino-IHEP,RRC-KI-T1,RU,RU,4
